〇	líng,xīng,yuán
摩顶至足	mó,dǐng,zhì,zú
摩加迪沙	mó,jiā,dí,shā
摩肩擦踵	mó,jiān,cā,zhǒng
摩肩击毂	mó,jiān,jī,gǔ
摩肩接毂	mó,jiān,jiē,gǔ
摩肩接踵	mó,jiān,jiē,zhǒng
摩厉以须	mó,lì,yǐ,xū
摩口膏舌	mó,kǒu,gāo,shé
摩厉以需	mó,lì,yǐ,xū
摩砺以须	mó,lì,yǐ,xū
摩拳擦掌	mó,quán,cā,zhǎng
摩天楼	mó,tiān,lóu
摩托车	mó,tuō,chē
磨不开	mó,bù,kāi
磨杵作针	mó,chǔ,zuò,zhēn
磨杵成针	mó,chǔ,chéng,zhēn
磨穿铁砚	mó,chuān,tiě,yàn
磨穿铁鞋	mó,chuān,tiě,xié
磨刀不误砍柴工	mó,dāo,bù,wù,kǎn,chái,gōng
磨刀擦枪	mó,dāo,cā,qiāng
磨刀霍霍	mó,dāo,huò,huò
磨砥刻厉	mó,dǐ,kè,lì
磨豆腐	mó,dòu,fǔ
磨盾之暇	mó,dùn,zhī,xiá
磨昬抉聩	mó,hūn,jué,kuì
磨厉以须	mó,lì,yǐ,xū
磨砻底厉	mó,lóng,dǐ,lì
磨砺以须	mó,lì,yǐ,xū
磨砻砥砺	mó,lóng,dǐ,lì
磨砻镌切	mó,lóng,juān,qiē
磨砻浸灌	mó,lóng,jìn,guàn
磨礲浸灌	mó,lóng,jìn,guàn
磨礲淬励	mó,lóng,cuì,lì
磨礲砥砺	mó,lóng,dǐ,lì
磨盘两圆	mò,pán,liǎng,yuán
磨铅策蹇	mó,qiān,cè,jiǎn
磨拳擦掌	mó,quán,cā,zhǎng
磨形炼性	mó,xíng,liàn,xìng
磨牙吮血	mó,yá,shǔn,xuè
磨牙凿齿	mó,yá,záo,chǐ
磨洋工	mó,yáng,gōng
磨踵灭顶	mó,zhǒng,miè,dǐng
磨砖成镜	mó,zhuān,chéng,jìng
抹不开	mò,bù,kāi
魔术师	mó,shù,shī
抹脖子	mǒ,bó,zi
抹粉施脂	mò,fěn,shī,zhī
抹稀泥	mǒ,xī,ní
抹一鼻子灰	mǒ,yī,bí,zi,huī
抹月批风	mǒ,yuè,pī,fēng
末班车	mò,bān,chē
末大必折	mò,dà,bì,zhé
末大不掉	mò,dà,bù,diào
末节细行	mò,jié,xì,xíng
末路之难	mò,lù,zhī,nán
末如之何	mò,rú,zhī,hé
末梢神经	mò,shāo,shén,jīng
陌路相逢	mò,lù,xiāng,féng
莫辨楮叶	mò,biàn,chǔ,yè
莫不是	mò,bú,shì
莫测高深	mò,cè,gāo,shēn
莫此为甚	mò,cǐ,wéi,shèn
莫敢谁何	mò,gǎn,shuí,hé
莫过于	mò,guò,yú
莫可究诘	mò,kě,jiū,jié
莫可名状	mò,kě,míng,zhuàng
莫可奈何	mò,kě,nài,hé
莫名其妙	mò,míng,qí,miào
莫明其妙	mò,míng,qí,miào
莫逆于心	mò,nì,yú,xīn
莫逆之交	mò,nì,zhī,jiāo
莫桑比克	mò,sāng,bǐ,kè
莫斯科	mò,sī,kē
莫斯科大学	mò,sī,kē,dà,xué
莫为已甚	mò,wéi,yǐ,shèn
莫须有	mò,xū,yǒu
莫予毒也	mò,yù,dú,yě
莫余毒也	mò,yú,dú,yě
莫展一筹	mò,zhǎn,yī,chóu
莫之与京	mò,zhī,yǔ,jīng
莫知所为	mò,zhī,suǒ,wéi
漠不关心	mò,bù,guān,xīn
漠不相关	mò,bù,xiāng,guān
莫衷一是	mò,zhōng,yī,shì
墨斗鱼	mò,dǒu,yú
墨迹未干	mò,jì,wèi,gān
墨突不黔	mò,tū,bù,qián
墨汁未干	mò,zhī,wèi,gān
默而识之	mò,ér,shí,zhī
默不作声	mò,bù,zuò,shēng
默化潜移	mò,huà,qián,yí
默契神会	mò,qì,shén,huì
默转潜移	mò,zhuǎn,qián,yí
侔色揣称	móu,sè,chuǎi,chèn
谋臣猛将	móu,chén,měng,jiāng
谋臣如雨	móu,chén,rú,yǔ
谋听计行	móu,tīng,jì,xíng
谋如涌泉	móu,rú,yǒng,quán
谋臣武将	móu,chén,wǔ,jiàng
谋夫孔多	móu,fū,kǒng,duō
谋图不轨	móu,tú,bù,guǐ
谋为不轨	móu,wéi,bù,guǐ
母难之日	mǔ,nán,zhī,rì
母夜叉	mǔ,yè,chā
木雕泥塑	mù,diāo,ní,sù
木干鸟栖	mù,gàn,niǎo,qī
木坏山颓	mù,huài,shān,tuí
木化石	mù,huà,shí
木落归本	mù,luò,guī,běn
木偶片	mù,ǒu,piàn
木偶戏	mù,ǒu,xì
木石心肠	mù,shí,xīn,cháng
木人石心	mù,rén,shí,xīn
木头木脑	mù,tóu,mù,nǎo
木心石腹	mù,xīn,shí,fù
木头人	mù,tou,rén
目别汇分	mù,bié,huì,fēn
目不别视	mù,bù,bié,shì
目不给赏	mù,bù,gěi,shǎng
目不苟视	mù,bù,gǒu,shì
目不见睫	mù,bù,jiàn,jié
目不交睫	mù,bù,jiāo,jié
目不忍睹	mù,bù,rěn,dǔ
目不窥园	mù,bù,kuī,yuán
目不忍见	mù,bù,rěn,jiàn
目不忍视	mù,bù,rěn,shì
目不识书	mù,bù,shí,shū
目不识丁	mù,bù,shí,dīng
目不暇给	mù,bù,xiá,jǐ
目不暇接	mù,bù,xiá,jiē
目不邪视	mù,bù,xié,shì
目不斜视	mù,bù,xié,shì
目成心许	mù,chéng,xīn,xǔ
目不知书	mù,bù,zhī,shū
目不转睛	mù,bù,zhuǎn,jīng
目的地	mù,dì,dì
目的论	mù,dì,lùn
目瞪口结	mù,dèng,kǒu,jié
目瞪舌彊	mù,dèng,shé,jiàng
目瞪舌强	mù,dèng,shé,qiáng
目光短浅	mù,guāng,duǎn,qiǎn
目睫之论	mù,jié,zhī,lùn
目见耳闻	mù,jiàn,ěr,wén
目空一切	mù,kōng,yī,qiè
目量意营	mù,liàng,yì,yíng
目空一世	mù,kōng,yī,shì
目空余子	mù,kōng,yú,zǐ
目目相觑	mù,mù,xiāng,qù
目若悬珠	mù,ruò,xuán,zhū
目使颐令	mù,shǐ,yí,lìng
目食耳视	mù,shí,ěr,shì
目挑心悦	mù,tiāo,xīn,yuè
目挑眉语	mù,tiāo,méi,yǔ
目挑心招	mù,tiǎo,xīn,zhāo
目窕心与	mù,tiǎo,xīn,yǔ
目无法纪	mù,wú,fǎ,jì
目无三尺	mù,wú,sān,chǐ
目无王法	mù,wú,wáng,fǎ
目无尊长	mù,wú,zūn,zhǎng
目眩头昏	mù,xuàn,tóu,hūn
目下十行	mù,xià,shí,háng
目眩头晕	mù,xuàn,tóu,yūn
目语额瞬	mù,yǔ,é,shùn
目知眼见	mù,zhī,yǎn,jiàn
目中无人	mù,zhōng,wú,rén
目眦尽裂	mù,zì,jìn,liè
沐猴衣冠	mù,hóu,yī,guàn
沐猴而冠	mù,hóu,ér,guàn
沐露梳风	mù,lù,shū,fēng
沐露沾霜	mù,lù,zhān,shuāng
沐雨经霜	mù,yǔ,jīng,shuāng
沐雨梳风	mù,yǔ,shū,fēng
沐雨栉风	mù,yǔ,zhì,fēng
牧羊人	mù,yáng,rén
幕天席地	mù,tiān,xí,dì
幕燕鼎鱼	mù,yàn,dǐng,yú
幕燕釜鱼	mù,yàn,fǔ,yú
暮楚朝秦	mù,chǔ,cháo,qín
慕古薄今	mù,gǔ,bó,jīn
暮爨朝舂	mù,cuàn,cháo,chōng
暮翠朝红	mù,cuì,cháo,hóng
暮鼓朝钟	mù,gǔ,cháo,zhōng
暮虢朝虞	mù,guó,zhāo,yú
暮景残光	mù,jǐng,cán,guāng
暮景桑榆	mù,jǐng,sāng,yú
暮礼晨参	mù,lǐ,chén,cān
暮暮朝朝	mù,mù,zhāo,zhāo
暮去朝来	mù,qù,cháo,lái
暮四朝三	mù,sì,cháo,sān
暮想朝思	mù,xiǎng,cháo,sī
暮夜无知	mù,yè,wú,zhī
暮雨朝云	mù,yǔ,zhāo,yún
穆如清风	mù,rú,qīng,fēng
拏风跃云	ná,fēng,yuè,yún
拏云攫石	ná,yún,jué,shí
拿不出手	ná,bù,chū,shǒu
拿不准	ná,bù,zhǔn
拿粗挟细	ná,cū,xié,xì
拿粗夹细	ná,cū,jiā,xì
拿刀弄杖	ná,dāo,nòng,zhàng
拿大顶	ná,dà,dǐng
拿摩温	ná,mó,wēn
拿腔作调	ná,qiāng,zuò,diào
拿手好戏	ná,shǒu,hǎo,xì
拿云攫石	ná,yún,jué,shí
拿贼见赃	ná,zéi,jiàn,zāng
哪会儿	něi,huì,er
哪门子	nǎ,mén,zǐ
内部矛盾	nèi,bù,máo,dùn
内出血	nèi,chū,xuè
内查外调	nèi,chá,wài,diào
内当家	nèi,dāng,jiā
内分泌	nèi,fēn,mì
内顾之忧	nèi,gù,zhī,yōu
内果皮	nèi,guǒ,pí
内紧外松	nèi,jǐn,wài,sōng
内峻外和	nèi,jùn,wai,hé
内陆国	nèi,lù,guó
内陆海	nèi,lù,hǎi
内陆河	nèi,lù,hé
内陆湖	nèi,lù,hú
内切圆	nèi,qiē,yuán
内燃机	nèi,rán,jī
内容提要	nèi,róng,tí,yào
内柔外刚	nèi,róu,wai,gāng
内省不疚	nèi,xǐng,bù,jiù
内圣外王	nèi,shèng,wài,wáng
内视反听	nèi,shì,fǎn,tīng
内外夹攻	nèi,wài,jiā,gōng
内外交困	nèi,wài,jiāo,kùn
内斜视	nèi,xié,shì
内心里	nèi,xīn,lǐ
内心世界	nèi,xīn,shì,jiè
内修外攘	nèi,xiū,wai,rǎng
内忧外患	nèi,yōu,wài,huàn
内忧外侮	nèi,yōu,wài,wǔ
内掌柜	nèi,zhǎng,guì
内侄女	nèi,zhí,nǚ
内助之贤	nèi,zhù,zhī,xián
那不勒斯	nà,bù,lè,sī
那达慕	nà,dá,mù
那会儿	nà,huì,er
那么些	nà,mǒ,xiē
那么点儿	nà,me,diǎn,er
那么多	nà,me,duō
那么着	nà,me,zhāo
那阵儿	nà,zhèn,ér
纳贡称臣	nà,gòng,chēng,chén
纳垢藏污	nà,gòu,cáng,wū
纳闷儿	nà,mèn,ér
纳新吐故	nà,xīn,tǔ,gù
乃心王室	nǎi,xīn,wáng,shì
耐人咀嚼	nài,rén,jǔ,jué
男傧相	nán,bīn,xiàng
男才女貌	nán,cái,nǚ,mào
男唱女随	nán,chàng,nǚ,suí
男大当婚	nán,dà,dāng,hūn
男大当娶	nán,dà,dāng,qǔ
男大须婚	nán,dà,xū,hūn
男盗女娼	nán,dào,nǚ,chāng
男儿有泪不轻弹	nán,ér,yǒu,lèi,bù,qīng,tán
男耕女织	nán,gēng,nǚ,zhī
男欢女爱	nán,huān,nǚ,ài
男婚女嫁	nán,hūn,nǚ,jià
男婚女聘	nán,hūn,nǚ,pìn
男男女女	nán,nán,nǚ,nǚ
男女老少	nán,nǚ,lǎo,shào
男女老小	nán,nǚ,lǎo,xiǎo
男女老幼	nán,nǚ,lǎo,yòu
男女平等	nán,nǚ,píng,děng
男女授受不亲	nán,nǚ,shòu,shòu,bù,qīn
男女有别	nán,nǚ,yǒu,bié
男室女家	nán,shì,nǚ,jiā
男中音	nán,zhōng,yīn
男尊女卑	nán,zūn,nǚ,bēi
南半球	nán,bàn,qiú
南北朝	nán,běi,cháo
南船北车	nán,chuán,běi,chē
南贩北贾	nán,fàn,běi,gǔ
南风不竞	nán,fēng,bù,jìng
南瓜子	nán,guā,zǐ
南冠楚囚	nán,guān,chǔ,qiú
南郭先生	nán,guō,xiān,shēng
南郭处士	nán,guō,chǔ,shì
南航北骑	nán,háng,běi,qí
南户窥郎	nán,hù,kuī,láng
南箕北斗	nán,jī,běi,dǒu
南金东箭	nán,jīn,dōng,jiàn
南橘北枳	nán,jú,běi,zhǐ
南柯梦	nán,kē,mèng
南柯一梦	nán,kē,yī,mèng
南来北往	nán,lái,běi,wǎng
南蛮鴃舌	nán,mán,jué,shé
南美洲	nán,měi,zhōu
南面称孤	nán,miàn,chēng,gū
南面百城	nán,miàn,bǎi,chéng
南南合作	nán,nán,hé,zuò
南泥湾	nán,ní,wān
南腔北调	nán,qiāng,běi,diào
南去北来	nán,qù,běi,lái
南阮北阮	nán,ruǎn,běi,ruǎn
南沙群岛	nán,shā,qún,dǎo
南山可移	nán,shān,kě,yí
南山铁案	nán,shān,tiě,àn
南天门	nán,tiān,mén
南天竹	nán,tiān,zhú
南温带	nán,wēn,dài
南亚次大陆	nán,yà,cì,dà,lù
南阳市	nán,yáng,shì
南鹞北鹰	nán,yào,běi,yīng
南辕北辙	nán,yuán,běi,zhé
南舣北驾	nán,yǐ,běi,jià
南棹北辕	nán,zhào,běi,yuán
南征北伐	nán,zhēng,běi,fá
南征北讨	nán,zhēng,běi,tǎo
南征北战	nán,zhēng,běi,zhàn
南枝北枝	nán,zhī,běi,zhī
南州冠冕	nán,zhōu,guān,miǎn
难得糊涂	nán,dé,hú,tú
难弟难兄	nán,dì,nán,xiōng
难分难解	nán,fēn,nán,jiě
难分难舍	nán,fēn,nán,shě
难割难舍	nán,gē,nán,shè
难更仆数	nán,gēng,pú,shǔ
难乎其难	nán,hū,qí,nán
难乎为情	nán,hū,wéi,qíng
难乎为继	nán,hū,wéi,jì
难解难分	nán,jiě,nán,fēn
难进易退	nan,jin,yi,tui
难鸣孤掌	nán,míng,gū,zhǎng
难能可贵	nán,néng,kě,guì
难上难	nán,shàng,nán
难上加难	nán,shàng,jiā,nán
难舍难分	nán,shě,nán,fēn
难说话	nán,shuō,huà
难为情	nán,wéi,qíng
难兄难弟	nàn,xiōng,nàn,dì
难言之隐	nán,yán,zhī,yǐn
难以为情	nán,yǐ,wéi,qíng
难以为继	nán,yǐ,wéi,jì
难以预料	nán,yǐ,yù,liào
难以置信	nán,yǐ,zhì,xìn
难于上青天	nán,yú,shàng,qīng,tiān
难于上天	nán,yú,shàng,tiān
喃喃细语	nán,nán,xì,yǔ
喃喃自语	nán,nán,zì,yǔ
赧颜汗下	nǎn,yán,hàn,xià
囊里盛锥	náng,lǐ,shèng,zhuī
囊漏储中	náng,lòu,chǔ,zhōng
囊漏贮中	náng,lòu,zhù,zhōng
囊匣如洗	náng,xiá,rú,xǐ
囊萤映雪	náng,yíng,yìng,xuě
囊萤照书	náng,yíng,zhào,shū
囊锥露颖	náng,zhuī,lù,yǐng
挠曲枉直	náo,qū,wǎng,zhí
挠直为曲	náo,zhí,wéi,qū
脑充血	nǎo,chōng,xuè
脑贫血	nǎo,pín,xuè
脑溢血	nǎo,yì,xuè
闹别扭	nào,biè,niǔ
闹肚子	nào,dǔ,zi
闹哄哄	nào,hōng,hǒng
闹嚷嚷	nào,rāng,rang
闹意见	nào,yì,jiàn
闹着玩	nào,zhe,wán
闹着玩儿	nào,zhe,wán,ér
讷口少言	nè,kǒu,shǎo,yán
讷言敏行	nè,yán,mǐn,xíng
呢喃细语	ní,nán,xì,yǔ
能不称官	néng,bù,chèn,guān
能动性	néng,dòng,xìng
能工巧匠	néng,gōng,qiǎo,jiàng
能见度	néng,jiàn,dù
能近取譬	néng,jìn,qǔ,pì
能谋善断	néng,móu,shàn,duàn
能掐会算	néng,qiā,huì,suàn
能上能下	néng,shàng,néng,xià
能屈能伸	néng,qū,néng,shēn
能说惯道	néng,shuō,guàn,dào
能伸能屈	néng,shēn,néng,qū
能说会道	néng,shuō,huì,dào
能文能武	néng,wén,néng,wǔ
能写会算	néng,xiě,huì,suàn
能言快语	néng,yán,kuài,yǔ
能言快说	néng,yán,kuài,shuō
能牙利齿	néng,yá,lì,chǐ
能言巧辩	néng,yán,qiǎo,biàn
能言善辩	néng,yán,shàn,biàn
能者多劳	néng,zhě,duō,láo
能者为师	néng,zhě,wéi,shī
能征惯战	néng,zhēng,guàn,zhàn
泥车瓦马	ní,chē,wǎ,mǎ
泥船渡河	ní,chuán,dù,hé
泥多佛大	ní,duō,fó,dà
泥古不化	nì,gǔ,bù,huà
泥饭碗	ní,fàn,wǎn
泥古非今	nì,gǔ,fēi,jīn
泥古拘方	nì,gǔ,jū,fāng
泥金万点	ní,jīn,wàn,diǎn
泥名失实	nì,míng,shī,shí
泥牛入海	ní,niú,rù,hǎi
泥蟠不滓	ní,pān,bù,zǐ
泥菩萨	ní,pú,sà
泥菩萨过江	ní,pú,sà,guò,jiāng
泥沙俱下	ní,shā,jù,xià
泥石流	ní,shí,liú
泥水匠	ní,shuǐ,jiàng
泥塑木雕	ní,sù,mù,diāo
泥娃娃	ní,wá,wa
泥中隐刺	ní,zhōng,yǐn,cì
泥瓦匠	ní,wǎ,jiàng
泥猪疥狗	ní,zhū,jiè,gǒu
泥猪癞狗	ní,zhū,lài,gǒu
泥猪瓦狗	ní,zhū,wǎ,gǒu
泥足巨人	ní,zú,jù,rén
你唱我和	nǐ,chàng,wǒ,hé
你追我赶	nǐ,zhuī,wǒ,gǎn
拟非其伦	nǐ,fēi,qí,lún
拟人化	nǐ,rén,huà
拟于不伦	nǐ,yú,bù,lún
儗非其伦	nǐ,fēi,qí,lún
逆耳利行	nì,ěr,lì,xíng
逆风恶浪	nì,fēng,è,làng
逆天暴物	nì,tiān,bào,wù
逆施倒行	nì,shī,dǎo,xíng
逆水行舟	nì,shuǐ,xíng,zhōu
逆行倒施	nì,xíng,dào,shī
匿名信	nì,míng,xìn
匿迹隐形	nì,jì,yǐn,xíng
匿影藏形	nì,yǐng,cáng,xíng
溺心灭质	nì,xīn,miè,zhì
拈毫弄管	niān,háo,nòng,guǎn
拈花弄柳	niān,huā,nòng,liǔ
拈花弄月	niān,huā,nòng,yuè
拈华摘艳	niān,huá,zhāi,yàn
拈轻掇重	niān,qīng,duō,zhòng
拈轻怕重	niān,qīng,pà,zhòng
年产量	nián,chǎn,liàng
年富力强	nián,fù,lì,qiáng
年高望重	nián,gāo,wàng,zhòng
年谷不登	nián,gǔ,bù,dēng
年华垂暮	nián,huá,chuí,mù
年老体弱	nián,lǎo,tǐ,ruò
年衰岁暮	nián,shuāi,suì,mù
年头月尾	nián,tóu,yuè,wěi
年湮世远	nián,yān,shì,yuǎn
年谊世好	nián,yì,shì,hào
鲇鱼上竿	nián,yú,shàng,gān
鲇鱼上竹	nián,yú,shàng,zhú
鲇鱼上竹竿	nián,yú,shàng,zhú,gān
黏合剂	nián,hé,jì
黏吝缴绕	nián,lìn,jiǎo,rào
黏皮带骨	nián,pí,dài,gǔ
黏黏糊糊	nián,nián,hū,hū
黏皮着骨	nián,pí,zhe,gǔ
捻土为香	niǎn,tǔ,wéi,xiāng
捻神捻鬼	niǎn,shén,niǎn,guǐ
捻土焚香	niǎn,tǔ,fén,xiāng
念念不忘	niàn,niàn,bù,wàng
念念有词	niàn,niàn,yǒu,cǐ
念兹在兹	niàn,zī,zài,zī
鸟尽弓藏	niǎo,jìn,gōng,cáng
鸟道羊肠	niǎo,dào,yáng,cháng
鸟得弓藏	niǎo,dé,gōng,cáng
鸟惊鱼溃	niǎo,jīng,yú,kuì
鸟惊鱼散	niǎo,jīng,yú,sàn
鸟枪换炮	niǎo,qiāng,huàn,pào
鸟入樊笼	niǎo,rù,fán,lóng
鸟散鱼溃	niǎo,sàn,yú,kuì
鸟兽散	niǎo,shòu,sàn
鸟啼花落	niǎo,tí,huā,luò
袅娜娉婷	niǎo,nuó,pīng,tíng
鸟语花香	niǎo,yǔ,huā,xiāng
袅袅娜娜	niǎo,niǎo,nuó,nuó
尿崩症	niào,bēng,zhèng
尿道炎	niào,dào,yán
尿流屁滚	niào,liú,pì,gǔn
捏把汗	niē,bǎ,hàn
捏怪排科	niē,guài,pái,kē
捏一把汗	niē,yī,bǎ,hàn
涅而不淄	niè,ér,bù,zī
涅而不缁	niè,ér,bù,zī
啮臂之好	niè,bì,zhī,hǎo
啮血沁骨	niè,xuè,qìn,gǔ
啮血为盟	niè,xuè,wéi,méng
蹑屩担簦	niè,juē,dān,dēng
蹑影藏形	niè,yǐng,cáng,xíng
蹑影追风	niè,yǐng,zhuī,fēng
蹑足其间	niè,zú,qí,jiān
孽障种子	niè,zhàng,zhǒng,zǐ
宁缺毋滥	nìng,quē,wù,làn
宁缺勿滥	nìng,quē,wù,làn
宁死不屈	nìng,sǐ,bù,qū
宁死不辱	níng,sǐ,bù,rǔ
宁馨儿	níng,xīn,ér
宁折不弯	nìng,zhé,bù,wān
拧成一股绳	níng,chéng,yī,gǔ,shéng
凝血酶	níng,xuè,méi
凝瞩不转	níng,zhǔ,bù,zhuǎn
牛不喝水强按头	niú,bù,hē,shuǐ,qiǎng,àn,tóu
牛高马大	niú,gāo,mǎ,dà
牛鬼蛇神	niú,guǐ,shé,shén
牛骥共牢	niú,jì,gòng,láo
牛骥同槽	niú,jì,tóng,cáo
牛骥同皂	niú,jì,tóng,zào
牛角挂书	niú,jiǎo,guà,shū
牛角尖	niú,jiǎo,jiān
牛角书生	niú,jiǎo,shū,shēng
牛角之歌	niú,jiǎo,zhī,gē
牛郎星	niú,láng,xīng
牛毛细雨	niú,máo,xì,yǔ
牛郎织女	niú,láng,zhī,nǚ
牛毛雨	niú,máo,yǔ
牛溲马勃	niú,sōu,mǎ,bó
牛蹄中鱼	niú,tí,zhōng,yú
牛听弹琴	niú,tīng,tán,qín
牛头不对马面	niú,tóu,bù,duì,mǎ,miàn
牛头马面	niú,tóu,mǎ,miàn
牛头不对马嘴	niú,tóu,bù,duì,mǎ,zuǐ
牛星织女	niú,xīng,zhī,nǚ
牛羊勿践	niú,yáng,wù,jiàn
牛仔裤	niú,zǎi,kù
忸怩不安	niǔ,ní,bù,ān
扭曲作直	niǔ,qū,zuò,zhí
扭直作曲	niǔ,zhí,zuò,qū
扭转干坤	niǔ,zhuǎn,gàn,kūn
扭转乾坤	niǔ,zhuǎn,qián,kūn
农林牧副渔	nóng,lín,mù,fù,yú
农贸市场	nóng,mào,shì,chǎng
农民协会	nóng,mín,xié,huì
农转非	nóng,zhuǎn,fēi
浓眉大眼	nóng,méi,dà,yǎn
浓抹淡妆	nóng,mò,dàn,zhuāng
浓墨重彩	nóng,mò,zhòng,cǎi
浓荫蔽日	nóng,yīn,bì,rì
浓妆艳服	nóng,zhuāng,yàn,fú
浓妆艳抹	nóng,zhuāng,yàn,mǒ
浓装艳抹	nóng,zhuāng,yàn,mò
弄潮儿	nòng,cháo,ér
弄法舞文	nòng,fǎ,wǔ,wén
弄粉调朱	nòng,fěn,diào,zhū
弄斧班门	nòng,fǔ,bān,mén
弄管调弦	nòng,guǎn,diào,xián
弄鬼掉猴	nòng,guǐ,diào,hóu
弄鬼弄神	nòng,guǐ,nòng,shén
弄鬼妆幺	nòng,guǐ,zhuāng,yāo
弄假成真	nòng,jiǎ,chéng,zhēn
弄斤操斧	nòng,jīn,cāo,fǔ
弄口鸣舌	nòng,kǒu,míng,shé
弄眉挤眼	nòng,méi,jǐ,yǎn
弄巧成拙	nòng,qiǎo,chéng,zhuō
弄巧反拙	nòng,qiǎo,fǎn,zhuō
弄神弄鬼	nòng,shén,nòng,guǐ
弄瓦之喜	nòng,wǎ,zhī,xǐ
弄性尚气	nòng,xìng,shàng,qì
弄虚作假	nòng,xū,zuò,jiǎ
弄影团风	nòng,yǐng,tuán,fēng
弄玉吹箫	nòng,yù,chuí,xiāo
弄月嘲风	nòng,yuè,cháo,fēng
弄月吟风	nòng,yuè,yín,fēng
弄璋之喜	nòng,zhāng,zhī,xǐ
弄竹弹丝	nòng,zhú,dàn,sī
弄嘴弄舌	nòng,zuǐ,nòng,shé
奴隶社会	nú,lì,shè,huì
奴隶主	nú,lì,zhǔ
奴隶主义	nú,lì,zhǔ,yì
奴颜媚骨	nú,yán,mèi,gǔ
驽马铅刀	nú,mǎ,qiān,dāo
努尔哈赤	nǔ,ěr,hā,chì
努劲儿	nǔ,jìn,er
努瓦克肖特	nǔ,wǎ,kè,xiāo,tè
怒不可遏	nù,bù,kě,è
怒冲冲	nù,chōng,chōng
怒火冲天	nù,huǒ,chōng,tiān
怒发冲冠	nù,fà,chōng,guān
怒火中烧	nù,huǒ,zhōng,shāo
怒目横眉	nù,mù,héng,méi
怒目切齿	nù,mù,qiè,chǐ
怒气冲冲	nù,qì,chōng,chōng
怒气冲天	nù,qì,chōng,tiān
怒气填胸	nù,qì,tián,xiōng
女扮男装	nǚ,bàn,nán,zhuāng
女博士	nǚ,bó,shì
女厕所	nǚ,cè,suǒ
女长当嫁	nǚ,zhǎng,dāng,jià
女长须嫁	nǚ,zhǎng,xū,jià
女大不中留	nǚ,dà,bù,zhòng,liú
女大当嫁	nǚ,dà,dāng,jià
女大难留	nǚ,dà,nán,liú
女大须嫁	nǚ,dà,xū,jià
女大十八变	nǚ,dà,shí,bā,biàn
女儿墙	nǚ,ér,qiáng
女歌手	nǚ,gē,shǒu
女公子	nǚ,gōng,zǐ
女管家	nǚ,guǎn,jiā
女孩儿	nǚ,hái,ér
女教师	nǚ,jiào,shī
女貌郎才	nǚ,mào,láng,cái
女能人	nǚ,néng,rén
女朋友	nǚ,péng,yǒu
女强人	nǚ,qiǎng,rén
女人气	nǚ,rén,qì
女娲补天	nǚ,wā,bǔ,tiān
女校长	nǚ,xiào,zhǎng
女佣人	nǚ,yōng,rén
女招待	nǚ,zhāo,dài
女织男耕	nǚ,zhī,nán,gēng
女中豪杰	nǚ,zhōng,háo,jié
女中尧舜	nǚ,zhōng,yáo,shùn
女中丈夫	nǚ,zhōng,zhàng,fū
女主角	nǚ,zhǔ,jué
女主人	nǚ,zhǔ,rén
暖衣饱食	nuǎn,yī,bǎo,shí
诺曼底登陆	nuò,màn,dǐ,dēng,lù
搦朽磨钝	nuò,xiǔ,mó,dùn
喏喏连声	nuò,nuò,lián,shēng
懦词怪说	nuò,cí,guài,shuō
欧风美雨	ōu,fēng,měi,yǔ
欧罗巴人种	ōu,luó,bā,rén,zhǒng
欧亚大陆	ōu,yà,dà,lù
鸥水相依	ōu,shuǐ,xiāng,yī
呕心抽肠	ǒu,xīn,chōu,cháng
呕心滴血	ǒu,xīn,dī,xuè
呕心沥血	ǒu,xīn,lì,xuè
呕心镂骨	ǒu,xīn,lòu,gǔ
偶函数	ǒu,hán,shù
偶一为之	ǒu,yī,wéi,zhī
沤沫槿艳	ōu,mò,jǐn,yàn
沤浮泡影	ōu,fú,pào,yǐng
沤珠槿艳	ōu,zhū,jǐn,yàn
爬行动物	pá,xíng,dòng,wù
爬梳洗剔	pá,shū,xǐ,tī
帕斯卡定律	pà,sī,kǎ,dìng,lǜ
怕风怯雨	pà,fēng,qiè,yǔ
怕鬼有鬼	pà,guǐ,yǒu,guǐ
拍案惊奇	pāi,àn,jīng,qí
拍马溜须	pāi,mǎ,liū,xū
拍手称快	pāi,shǒu,chēng,kuài
拍纸簿	pāi,zhǐ,bù
排斥异己	pái,chì,yì,jǐ
排除万难	pái,chú,wàn,nán
排除异己	pái,chú,yì,jǐ
排患解纷	pái,huàn,jiě,fēn
排糠障风	pái,kāng,zhàng,fēng
排难解纷	pái,nàn,jiě,fēn
排沙简金	pái,shā,jiǎn,jīn
排沙见金	pái,shā,jiàn,jīn
排山倒海	pái,shān,dǎo,hǎi
排山压卵	pái,shān,yā,luǎn
排头兵	pái,tóu,bīng
排忧解难	pái,yōu,jiě,nàn
排子车	pǎi,zǐ,chē
派不是	pài,bú,shì
潘多拉	pān,duō,lā
潘文乐旨	pān,wén,lè,zhǐ
攀蟾折桂	pān,chán,shé,guì
攀车卧辙	pān,chē,wò,zhé
攀高结贵	pān,gāo,jié,guì
攀高枝儿	pān,gāo,zhī,ér
攀花折柳	pān,huā,shé,liǔ
攀藤附葛	pān,téng,fù,gě
攀藤揽葛	pān,téng,lǎn,gě
攀枝花	pān,zhī,huā
攀枝花市	pān,zhī,huā,shì
盘根错节	pán,gēn,cuò,jié
盘根究底	pán,gēn,jiū,dǐ
